,Unnamed: 0,station_name,place_name,author_name,rating,text,time,Language,Sentiment,Sentiment_Score,Latitude,Longitude,assigned_district,daerah,projected_population
105,105,SUNGKAI,Petronas Sungkai,CH Yau,5,"If you're looking for a petrol station with better facilities or RON 97, probably this is the best petrol station in town. Went to 2 other stations of different brand but no RON 97 available and no convenience store in those 2. It's also quite busy during the weekends. It's also located right beside the main road, so unlikely you'll miss it.",1675903934,en,positive,0.4979731142520904,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
106,106,SUNGKAI,Petronas Sungkai,Ramlee Mohd,5,The toilet has disability facilities.,1716813330,en,negative,0.33218714594841,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
107,107,SUNGKAI,Petronas Sungkai,Peela Nagendra,5,"There are ATM also,I going for money withdrawal.",1713654841,en,very negative,0.5705678462982178,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
108,108,SUNGKAI,Petronas Sungkai,Nazatul H,4,"It's a convenient stop should you need to add petrol, buy some light refreshments, use ATM machine or restrooms. Usually you don't need to wait for long to use the petrol pumps since many are available (about 8 pumps). Toilets are clean and the cleanliness has improved a lot over the past few years. But no toilet rolls are provided. Touch n Go reloads are not available here.",1580999365,en,neutral,0.4988884031772613,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
109,109,SUNGKAI,Petron Sungkai Southbound,Mazita MD,4,This interesting statement sticked to the glass caught my eyes...announcing the services the station didn't offer...a peculiar way of saying it but sure stand out from the rest....,1725707987,en,neutral,0.29486945271492,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
110,110,SUNGKAI,Petron Sungkai Southbound,MS Ahad,4,"Petron service stations is recognised by its distinctive blue and red logo embody which  reflect their innovative products and  excellent service.

They  also help power the Malaysian economy by supplying fuels to key industries such as power-generation, fisheries, transportation, manufacturing, and agriculture.",1700404551,en,very positive,0.7650044560432434,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
111,111,SUNGKAI,Petron Sungkai Southbound,JAN PITER,4,Small but okay a in-between petron leaving Teluk Intan to Kuala Lumpur,1695907861,en,neutral,0.7558774948120117,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
112,112,SUNGKAI,Petron Sungkai Southbound,Aqua79,3,"Nice  location but narrow place,difficult to take angle take our car out from there",1655199465,en,neutral,0.444243311882019,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
113,113,SUNGKAI,Petron Sungkai Southbound,hanani husain,4,Right before you enter PLUS highway after having your nasi buluh .. this could be your safe plan to have re-fuel before journey.,1590736918,en,very positive,0.2185660749673843,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
114,114,SUNGKAI,BHPetrol,Beary Barton,1,"Stopped by this kiosk on 2 Apr'22 on way towards Johor, pump station staff unable to communicate in English, coincidentally all the pumps are unable to take credit card and staffs and cashiers all insist that we make payment before they on the pump for us to refill petrol. VERY Frustrating as we wanted to pump full tank...how would we possibly know how much RM to make payment unless we finish pumping to full...?! In the end, we gave up communicating with them and drove opposite to Petron.",1649853475,en,very negative,0.783991813659668,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
115,115,SUNGKAI,BHPetrol,Nagendra Peela,5,This place only has one BHP petrol and diesel pump surrounding 15 km.,1708409113,en,very negative,0.5245480537414551,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
116,116,SUNGKAI,BHPetrol,Mohd Zairi Channel,5,Been here once during visit relatives in Temerlok.. stop here refill gas... Easy access and friendly staff... Take a rest 15 minutes before continue journey.. recommend this place.. good job!,1555771184,en,very positive,0.6058089733123779,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
117,117,SUNGKAI,BHPetrol,Sazuan S (Wansaz),5,"Good, vast parking area, got carwash👍",1683960978,en,positive,0.5774039030075073,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
118,118,SUNGKAI,BHPetrol,wan zaidi Abdullah,2,Just a normal outskirt petrol station. Nothing much to expect.,1685967553,en,neutral,0.5402347445487976,3.998078,101.310485,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
119,119,BIDOR,Petronas Bidor,Nur Arisha Mansor,1,"Stop by here for a gas refill. Dear cashier, please wear your mask properly. You are risking your life, your house residents, family and customer. Its sadden me that our battle with the unseen are not done yet. Hope the manager, look further towards this. Thank you.",1629594717,en,very positive,0.3326270282268524,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
120,120,BIDOR,Petronas Bidor,Whanie,3,"The only petronas in the town. Staffs are friendly but they didn't wear mask while attending me.
Nothing to shout.
Everything's are just okay.",1637825921,en,neutral,0.6133435368537903,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
121,121,BIDOR,Petronas Bidor,MIOR SUHAIDI,5,"One thing to say, Petronas is the most user friendly among their competitors. One thing to highlight for these branch it got CIMB ATM and Cash deposit machine. Tq",1603556660,en,very positive,0.4890975058078766,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
122,122,BIDOR,Petronas Bidor,Sim Wan Hoo,5,Tandas cleaniness...ok lah. parking space is limited,1674665210,en,neutral,0.5054856538772583,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
123,123,BIDOR,Petronas Bidor,Mursyida Shed,5,CIMB cash deposit + helpful staff + surau + clean toilet,1598399873,en,very positive,0.5525895357131958,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
124,124,BIDOR,Petron Bidor,Zuraidah Johar,5,it nice place.. i love it because it is 24 hours petrol station. although it is small station. but the owner is quite helpful. show me the restroom eventhough he is working alone. stop by at around 4 a.m. life savior as my petrol is running out. still have 2 hour journey to sitiawan..,1565965064,en,positive,0.588744580745697,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
125,125,BIDOR,Petron Bidor,najmi hasif,3,Not as well equipped as other petron. But it's good enough to be a place to refuel and buy some snacks,1556557319,en,neutral,0.6656672358512878,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
126,126,BIDOR,Petron Bidor,ROHAIZAT ZAINON,5,great staff n friendly too. wash rooms are clean,1547962003,en,very positive,0.6873794198036194,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
127,127,BIDOR,Petron Bidor,reza iskandar,5,Nice and calm places. Cleanliness is no.1,1632272728,en,very positive,0.6144727468490601,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
128,128,BIDOR,Petron Bidor,Abraham Junaid,5,Does its job. Has a few other facilities that help the long drive.,1509994468,en,positive,0.6601506471633911,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
129,129,BIDOR,Caltex Bidor,Logen Rajendren,5,Lorry drivers… please be careful with the cashiers… They still don’t know how to use the subsidy card.,1719417757,en,neutral,0.4554761350154876,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
130,130,BIDOR,Caltex Bidor,Edmund Ooi,4,Rubbish promotion impossible to get the RM 5 VOUCHER ???,1713713380,en,very negative,0.7758750915527344,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
131,131,BIDOR,Caltex Bidor,wanA,4,not to busy. small petrol station in small town.,1675128917,en,negative,0.423157274723053,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
132,132,BIDOR,Caltex Bidor,Zolkiply Ibrahim,3,Just ordinary small petrol station,1711882007,en,negative,0.2739050984382629,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
133,133,BIDOR,Caltex Bidor,Pern Bent,1,"This petrol station don’t have credit card payment option, and one of the pump that is broken spilled petrol out of my vehicle",1650035518,en,very negative,0.7500019073486328,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
134,134,BIDOR,BHPetrol Bidor,RS Aujla,5,Oldest gas station in town.,1510384166,en,very positive,0.557719886302948,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
135,135,BIDOR,BHPetrol Bidor,Firdaus Omar,3,,1564411517,unknown,positive,0.2846148908138275,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
136,136,BIDOR,BHPetrol Bidor,Shaharul Yahaya,5,,1547596727,unknown,positive,0.2846148908138275,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
137,137,BIDOR,BHPetrol Bidor,Jitu Spirit,3,,1544450775,unknown,positive,0.2846148908138275,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
138,138,BIDOR,BHPetrol Bidor,Hayazi Yazi,1,,1544182523,unknown,positive,0.2846148908138275,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
139,139,BIDOR,Shell,Wei Shan Chen,5,"The ladies toilet looks a little old, but it's clean and no weird smell! Pleasantly surprised",1718417486,en,positive,0.5752219557762146,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
140,140,BIDOR,Shell,PP,5,"Pass by this station to top up refreshment , the staffs are very courteous . They have Musang King Ice cream which is one of the MUST Try . The ice cream is  smooth and creamy, and melt right on my tongue. The sweetness is just right and fantastic for hot weather these few days.",1669482696,en,very positive,0.746272623538971,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
141,141,BIDOR,Shell,Aiwa Kun,5,On our way to Cameron Highlands via Lata Iskandar route. They do accept Touch n Go ewallet payment mode. That's what I like about this SHELL #staycation2021,1638639561,en,positive,0.2761653363704681,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
142,142,BIDOR,Shell,sujit chakravarty,5,Quite good filling station at small town Bidor,1688466934,en,positive,0.6234220862388611,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
143,143,BIDOR,Shell,reza iskandar,5,Clean and easy to find,1617247298,en,very positive,0.5518501400947571,4.115527,101.284315,"Batang Padang, Perak","Batang Padang, Perak",130734.65896750773
144,144,JALAN GOPENG 1,Shell,Jack 4997,5,Nice and clean.. All staff it's really good service.,1713162604,en,very positive,0.4801380336284637,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
145,145,JALAN GOPENG 1,Shell,Sidd The Shid,2,I came here to use the toilet. The toilets didn’t look clean and the urinals were clogged. The reason this deserves a 2 star is because it is in a good location and the view is amazing,1669613680,en,negative,0.9542956352233888,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
146,146,JALAN GOPENG 1,Shell,Anwar Auni,4,"Love this petrol pump it has a lot of facilities like ATM machine, groceries and costa coffee. Love this costa coffee its a must try coffee at this place.",1564371249,en,very positive,0.878264307975769,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
147,147,JALAN GOPENG 1,Shell,ili qistina,5,"Near housing area, staffs were very helpful and friendly.",1497271056,en,positive,0.4656736552715301,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
148,148,JALAN GOPENG 1,Shell,Nagen K,3,It's self service. They accept international debit cards,1519206314,en,very positive,0.4534859657287597,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
149,149,JALAN GOPENG 1,Petron Jalan Gopeng Northbound,Idries John,1,Very bad service. Pump can use debit card but fail to accumulate point. Transaction will shutdown when put petron miles card. Stupid system. Other petron smooth,1707100776,en,very negative,0.7815244197845459,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
150,150,JALAN GOPENG 1,Petron Jalan Gopeng Northbound,Archanaa Nithiyananthar,1,The cashier at petron is not friendly. Just now when I went she talking to me rudely. I'm also human I also have feelings talk to me nicely I also will talk back nicely. She is a Malay aunty and was wearing spectacles. I gave respect so you also need to give respect. I have the right to sue you. Don't let me do that. Treat the customer nicely and in a good way. Hope this won't happen again and won't happen to other customers too. Thank you. Have a nice day,1687919734,en,very negative,0.2848859131336212,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
151,151,JALAN GOPENG 1,Petron Jalan Gopeng Northbound,Yung Xuan,5,Friendly service here. Love to come here as always when needed.,1678416497,en,very positive,0.6747118830680847,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
152,152,JALAN GOPENG 1,Petron Jalan Gopeng Northbound,Khairul Azman Mohamed Kasim (AS),3,The exit from the station is not suitable. The road surface at the station should be improved,1590939228,en,negative,0.4172899127006531,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
153,153,JALAN GOPENG 1,Petron Jalan Gopeng Northbound,Kong Ting Feng,5,petron station what i can say is dont use phone,1647326083,en,very negative,0.2639622688293457,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
154,154,JALAN GOPENG 1,Petronas - Jalan Gopeng 1,TX GOLDBERG,5,Very good at customer service,1724811422,en,very positive,0.4954014420509338,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
155,155,JALAN GOPENG 1,Petronas - Jalan Gopeng 1,Anuar Norick Sabaruddin,3,Typical petrol station.,1725322940,it,neutral,0.4693846702575683,4.568637,101.114137,"Kinta, Perak","Kinta, Perak",941558.8869696336
156,156,BAGAN SERAI 1,PETRONAS Bagan Serai 1,Azril Izzue,5,"Very easy to fuel up your car or motorcycle, they even had 2 pump just for motorcycle. You can also use setel to pay anything.",1697977302,en,very positive,0.7440687417984009,5.004153,100.545886,"Kerian, Perak","Kerian, Perak",174451.00293287085
157,157,BAGAN SERAI 1,PETRONAS Bagan Serai 1,norlaila Ayub,5,"Convenient to you to shop daily items, refuel petrol, cash withdrawal and you can redeem your MESRA point.

Can pay using your setel Ewallet.

Will upload more photo later.",1677590043,en,positive,0.4681496024131775,5.004153,100.545886,"Kerian, Perak","Kerian, Perak",174451.00293287085
158,158,BAGAN SERAI 1,PETRONAS Bagan Serai 1,Wan Mohd Rathnor Wan Mohd Rathi,4,"Clean toilet, decent shop. But the service staff may need to have more smile.",1665310671,en,neutral,0.6167033314704895,5.004153,100.545886,"Kerian, Perak","Kerian, Perak",174451.00293287085
159,159,BAGAN SERAI 1,PETRONAS Bagan Serai 1,Syed Razlidin Mohd Rasol,5,Some alteration can make these place superb,1684714363,en,positive,0.5646686553955078,5.004153,100.545886,"Kerian, Perak","Kerian, Perak",174451.00293287085
160,160,BAGAN SERAI 1,PETRONAS Bagan Serai 1,Nisa Sudirman,5,"Easyly accessible and it's on my way to the town, so it's convenient.",1677726313,en,positive,0.5396026372909546,5.004153,100.545886,"Kerian, Perak","Kerian, Perak",174451.00293287085
161,161,JELAPANG,PETRONAS - Jelapang,Keimi Ngyiting,1,"Jelapang Petronas sales counter is not friendly and rude. We filled petrol rm50 and wanted to get the touch n go rewards of rm3. Made us waited for more than 30mins cause both sales person don't know how to redeem for us. They contacted the PIC and slow response, scanned the code still can't giv us the Rm3 off. Never apologize to us and make us leave with disappointment!!! Bad and super slow service! 🤬 Really Malaysia boleh!",1663294467,en,very negative,0.8588520288467407,4.631586,101.062576,"Kinta, Perak","Kinta, Perak",941558.8869696336
